date,location,category,channel,product_name,quantity,unit_price,revenue
2025-01-12,Los Angeles,Home & Garden,Wholesale,Garden Hose,12,127.51,1530.12
2026-06-29,Denver,Toys,Online,Toy Drone,8,20.45,163.6
2026-06-15,Miami,Books,Online,Mystery Novel,4,24.05,96.2
2025-10-08,Los Angeles,Toys,Online,Board Game,8,72.65,581.2
2025-10-09,Phoenix,Beauty,Online,Sunscreen SPF50,20,11.99,239.8
2026-07-11,Houston,Sports & Outdoors,In-Store,Yoga Mat,18,145.24,2614.32
2025-05-10,Los Angeles,Home & Garden,Online,Area Rug,19,81.77,1553.63
2024-08-21,Chicago,Beauty,Online,Lip Balm,7,46.6,326.2
2025-04-26,Phoenix,Apparel,Online,Ankle Socks,13,36.16,470.08
2024-06-19,San Francisco,Apparel,Marketplace,Wool Sweater,15,75.42,1131.3
2025-12-11,Phoenix,Home & Garden,Online,Garden Hose,5,49.36,246.8
2024-04-28,Denver,Grocery,Marketplace,Granola Bars,8,9.86,78.88
2024-07-28,Chicago,Sports & Outdoors,Marketplace,Water Bottle,19,133.09,2528.71
2025-06-30,Austin,Grocery,Online,Green Tea,16,20.35,325.6
2024-09-16,New York,Apparel,Wholesale,Baseball Cap,9,94.76,852.84
2024-01-11,Los Angeles,Apparel,Online,Leather Belt,13,80.43,1045.59
2025-08-08,Phoenix,Sports & Outdoors,Online,Camping Tent,5,125.94,629.7
2024-05-21,Miami,Sports & Outdoors,Marketplace,Hiking Backpack,12,96.08,1152.96
2026-06-04,Seattle,Home & Garden,Online,Area Rug,12,142.21,1706.52
2024-08-29,Denver,Electronics,In-Store,Laptop Stand,5,196.58,982.9
2025-01-28,Denver,Sports & Outdoors,In-Store,Resistance Bands,13,152.45,1981.85
2025-08-14,Denver,Electronics,Online,Smart Watch,4,184.3,737.2
2026-07-24,Seattle,Home & Garden,Online,Ceramic Planter,16,67.03,1072.48
2025-10-09,New York,Grocery,Online,Sparkling Water,1,2.12,2.12
2024-07-12,Atlanta,Books,Online,Biography,9,20.45,184.05
2024-08-06,Seattle,Books,Online,Cookbook,1,29.48,29.48
2024-02-29,San Francisco,Apparel,Online,Graphic Hoodie,13,73.37,953.81
2025-10-08,Miami,Toys,In-Store,Action Figure,1,22.7,22.7
2024-01-06,Denver,Books,Online,Mystery Novel,17,16.13,274.21
2024-01-16,Seattle,Toys,Wholesale,Board Game,4,9.48,37.92
2025-10-13,Austin,Sports & Outdoors,Wholesale,Sleeping Bag,18,33.23,598.14
2025-09-12,Miami,Home & Garden,Online,Patio Chair,13,174.02,2262.26
2025-10-07,New York,Books,Online,Children's Picture Book,18,8.39,151.02
2024-05-12,Phoenix,Grocery,Online,Sparkling Water,12,24.55,294.6
2025-02-02,Atlanta,Toys,Marketplace,Play Kitchen,19,43.38,824.22
2024-09-15,Phoenix,Grocery,Online,Pasta,18,19.59,352.62
2024-09-19,Miami,Home & Garden,In-Store,Ceramic Planter,11,170.72,1877.92
2024-12-28,Phoenix,Grocery,In-Store,Pasta,10,12.72,127.2
2025-06-14,Los Angeles,Sports & Outdoors,Online,Resistance Bands,10,29.67,296.7
2024-11-15,Houston,Grocery,Online,Organic Coffee,12,19.98,239.76
2024-01-21,Houston,Books,Marketplace,Biography,9,21.13,190.17
2025-12-04,Phoenix,Books,Online,History Book,12,38.25,459.0
2025-10-08,Houston,Electronics,Marketplace,Smart Watch,6,178.13,1068.78
2024-07-25,Denver,Beauty,In-Store,Perfume,11,12.58,138.38
2025-03-29,Los Angeles,Books,Marketplace,Sci-Fi Novel,12,14.76,177.12
2025-04-28,Boston,Grocery,Online,Olive Oil,19,14.25,270.75
2025-09-29,Atlanta,Electronics,In-Store,Mechanical Keyboard,4,192.09,768.36
2025-12-30,Atlanta,Grocery,Online,Organic Coffee,5,15.82,79.1
2024-04-24,Seattle,Books,Online,Travel Guide,20,24.11,482.2
2025-10-12,Boston,Toys,Online,Action Figure,3,57.85,173.55
2024-12-10,Miami,Books,Wholesale,Self-Help Guide,4,20.47,81.88
2024-11-21,Miami,Toys,Wholesale,Art Set,12,54.3,651.6
2025-07-10,Miami,Books,In-Store,History Book,11,7.54,82.94
2026-08-12,Los Angeles,Apparel,Online,Rain Jacket,12,61.4,736.8
2026-02-25,Miami,Beauty,Online,Sunscreen SPF50,19,32.25,612.75
2025-05-27,Houston,Apparel,Online,Graphic Hoodie,12,29.86,358.32
2026-07-18,Austin,Apparel,Marketplace,Cotton T-Shirt,17,82.08,1395.36
2026-01-16,Seattle,Toys,Wholesale,Action Figure,20,85.26,1705.2
2025-09-25,Houston,Electronics,In-Store,Wireless Earbuds,15,229.33,3439.95
2024-06-03,Miami,Grocery,Online,Trail Mix,4,3.29,13.16
2024-07-11,Phoenix,Home & Garden,Wholesale,Candle Set,3,62.62,187.86
2024-05-21,Houston,Beauty,Online,Face Mask,11,18.04,198.44
2025-08-31,Boston,Grocery,In-Store,Granola Bars,17,14.39,244.63
2026-07-19,Austin,Grocery,Online,Dark Chocolate,1,11.0,11.0
2025-08-29,Atlanta,Electronics,In-Store,Wireless Earbuds,19,41.5,788.5
2024-05-11,Miami,Apparel,Online,Running Shoes,10,32.83,328.3
2026-07-03,Seattle,Apparel,In-Store,Graphic Hoodie,13,44.75,581.75
2024-09-04,Houston,Grocery,In-Store,Organic Coffee,4,8.46,33.84
2024-09-30,Boston,Apparel,In-Store,Wool Sweater,7,39.98,279.86
2024-10-03,Los Angeles,Apparel,Wholesale,Cotton T-Shirt,4,21.71,86.84
2024-06-18,Seattle,Home & Garden,Marketplace,Patio Chair,16,14.69,235.04
2024-03-19,Atlanta,Books,Online,Poetry Collection,11,27.59,303.49
2025-06-09,Atlanta,Books,Online,Biography,10,8.51,85.1
2024-06-14,New York,Electronics,Marketplace,Wireless Earbuds,12,255.54,3066.48
2025-05-19,Phoenix,Apparel,In-Store,Running Shoes,15,66.2,993.0
2026-07-11,Los Angeles,Sports & Outdoors,Marketplace,Bike Helmet,11,167.77,1845.47
2024-11-08,Austin,Home & Garden,Wholesale,Garden Hose,1,34.43,34.43
2024-02-25,Phoenix,Grocery,Online,Granola Bars,13,24.89,323.57
2026-02-26,Houston,Beauty,Online,Moisturizer,14,59.47,832.58
2025-11-02,Boston,Grocery,Online,Trail Mix,17,22.01,374.17
2024-10-01,Denver,Beauty,Online,Makeup Brush Set,14,37.91,530.74
2026-08-19,Denver,Books,In-Store,Poetry Collection,20,37.09,741.8
2024-10-28,Chicago,Home & Garden,Online,Throw Pillow,14,122.96,1721.44
2024-04-10,Los Angeles,Sports & Outdoors,In-Store,Hiking Backpack,1,111.08,111.08
2024-03-11,Los Angeles,Toys,In-Store,Stuffed Bear,7,55.28,386.96
2025-09-26,Los Angeles,Books,Wholesale,Children's Picture Book,16,24.37,389.92
2026-01-31,San Francisco,Home & Garden,In-Store,Wall Clock,20,24.41,488.2
2024-06-10,Chicago,Beauty,Online,Perfume,17,50.94,865.98
2025-12-13,New York,Electronics,Online,Bluetooth Speaker,10,321.12,3211.2
2024-03-27,New York,Electronics,Online,Laptop Stand,5,44.08,220.4
2024-05-27,Los Angeles,Electronics,Wholesale,Portable SSD,16,251.29,4020.64
2026-08-10,Miami,Electronics,Wholesale,Laptop Stand,13,292.42,3801.46
2026-07-17,Chicago,Beauty,Online,Sunscreen SPF50,6,9.37,56.22
2024-09-02,Los Angeles,Grocery,In-Store,Dark Chocolate,2,8.78,17.56
2025-05-05,Austin,Electronics,Online,Laptop Stand,10,180.01,1800.1
2024-07-14,New York,Grocery,Wholesale,Sparkling Water,11,18.48,203.28
2024-12-07,Houston,Beauty,Wholesale,Face Mask,7,59.94,419.58
2026-03-11,Atlanta,Beauty,Marketplace,Hair Dryer,1,12.53,12.53
2026-02-01,Atlanta,Electronics,Online,Mechanical Keyboard,15,175.33,2629.95
2024-09-09,Phoenix,Sports & Outdoors,Marketplace,Resistance Bands,4,206.73,826.92
2025-11-15,Denver,Grocery,Online,Granola Bars,9,10.13,91.17
2024-03-04,Chicago,Books,Online,Mystery Novel,15,37.81,567.15
2025-02-19,New York,Sports & Outdoors,Online,Dumbbell Set,11,71.19,783.09
2024-01-26,San Francisco,Beauty,In-Store,Moisturizer,10,7.71,77.1
2025-10-01,San Francisco,Apparel,In-Store,Ankle Socks,6,91.01,546.06
2025-10-03,Denver,Home & Garden,Marketplace,Cutting Board,10,172.57,1725.7
2025-03-24,Boston,Beauty,In-Store,Moisturizer,20,9.98,199.6
2025-09-12,Chicago,Electronics,Wholesale,Laptop Stand,8,287.43,2299.44
2026-06-12,Los Angeles,Grocery,Online,Honey,13,12.1,157.3
2026-06-25,Seattle,Books,Marketplace,Poetry Collection,9,38.67,348.03
2024-04-13,Miami,Grocery,In-Store,Pasta,18,22.46,404.28
2026-03-16,San Francisco,Books,In-Store,Graphic Novel,17,18.35,311.95
2026-05-09,Atlanta,Home & Garden,In-Store,Garden Hose,5,179.76,898.8
2024-08-13,Houston,Sports & Outdoors,In-Store,Hiking Backpack,10,68.21,682.1
2026-07-03,Boston,Electronics,Online,Smartphone Case,13,99.88,1298.44
2025-07-26,San Francisco,Beauty,In-Store,Moisturizer,2,38.5,77.0
2024-04-24,Boston,Sports & Outdoors,Online,Fishing Rod,13,50.06,650.78
2024-09-10,Phoenix,Apparel,In-Store,Running Shoes,3,54.48,163.44
2024-08-16,Miami,Books,Online,Self-Help Guide,17,30.49,518.33
2024-08-10,Seattle,Toys,Wholesale,Remote Control Car,8,36.1,288.8
2026-02-19,Seattle,Sports & Outdoors,In-Store,Water Bottle,6,103.51,621.06
2026-02-13,Chicago,Sports & Outdoors,In-Store,Bike Helmet,3,219.86,659.58
2025-01-13,Miami,Sports & Outdoors,In-Store,Yoga Mat,14,167.37,2343.18
2025-03-30,Seattle,Electronics,Wholesale,Wireless Earbuds,9,113.47,1021.23
2025-02-14,Seattle,Books,Online,Mystery Novel,15,24.1,361.5
2026-04-03,Atlanta,Apparel,Online,Ankle Socks,14,31.39,439.46
2025-08-03,San Francisco,Apparel,Online,Rain Jacket,16,68.47,1095.52
2025-10-08,Miami,Apparel,Online,Wool Sweater,19,43.9,834.1
2024-09-27,Miami,Beauty,In-Store,Face Mask,18,47.7,858.6
2025-04-23,Houston,Electronics,Wholesale,USB-C Charger,5,184.58,922.9
2026-04-13,Chicago,Grocery,In-Store,Organic Coffee,6,5.64,33.84
2024-02-13,Phoenix,Books,Online,Children's Picture Book,8,12.8,102.4
2024-10-22,Chicago,Home & Garden,Wholesale,Throw Pillow,19,32.86,624.34
2024-01-05,Atlanta,Apparel,In-Store,Denim Jeans,9,45.29,407.61
2026-01-28,Denver,Electronics,Online,Smartphone Case,20,38.9,778.0
2024-10-17,Los Angeles,Home & Garden,Marketplace,Patio Chair,2,80.37,160.74
2024-03-31,San Francisco,Toys,Online,Puzzle 500pc,10,41.51,415.1
2025-03-10,San Francisco,Books,Online,Cookbook,11,33.63,369.93
2024-11-18,San Francisco,Electronics,Wholesale,Smart Watch,3,278.11,834.33
2024-04-14,Austin,Toys,Online,Remote Control Car,5,51.64,258.2
2025-11-24,Los Angeles,Sports & Outdoors,Online,Dumbbell Set,18,217.13,3908.34
2025-08-12,Boston,Beauty,Marketplace,Sunscreen SPF50,12,17.56,210.72
2025-05-27,Atlanta,Electronics,Online,Laptop Stand,8,86.88,695.04
2024-02-26,Austin,Home & Garden,Online,LED Desk Lamp,17,178.44,3033.48
2024-12-03,Boston,Grocery,Online,Dark Chocolate,5,13.29,66.45
2024-07-28,Los Angeles,Toys,Online,Art Set,9,68.36,615.24
2025-04-25,Houston,Electronics,In-Store,Smart Watch,17,278.73,4738.41
2025-04-30,Boston,Electronics,In-Store,4K Monitor,13,17.36,225.68
2025-07-22,Boston,Books,Online,Children's Picture Book,19,38.54,732.26
2026-07-18,Boston,Toys,Online,Building Blocks,12,84.62,1015.44
2025-04-20,Atlanta,Home & Garden,Marketplace,Wall Clock,3,38.95,116.85
2024-10-02,Boston,Electronics,Wholesale,4K Monitor,4,238.02,952.08
2024-02-29,Chicago,Home & Garden,Online,Candle Set,16,54.36,869.76
2024-09-11,Boston,Home & Garden,Online,Patio Chair,7,100.85,705.95
2024-09-14,Houston,Toys,Online,Art Set,9,28.82,259.38
2025-07-29,Houston,Beauty,Online,Lip Balm,6,58.29,349.74
2025-05-06,Phoenix,Home & Garden,Online,Ceramic Planter,16,33.94,543.04
2025-10-10,Chicago,Toys,Marketplace,Building Blocks,4,88.4,353.6
2025-05-08,Phoenix,Electronics,In-Store,Laptop Stand,12,253.8,3045.6
2026-01-07,Seattle,Books,Online,Sci-Fi Novel,12,15.87,190.44
2026-03-29,Phoenix,Books,Marketplace,Poetry Collection,10,16.42,164.2
2025-04-13,New York,Toys,Online,Card Game,4,59.36,237.44
2026-08-14,Phoenix,Apparel,Online,Rain Jacket,15,46.4,696.0
2024-02-10,New York,Electronics,Online,4K Monitor,16,164.03,2624.48
2025-07-10,New York,Grocery,Online,Olive Oil,10,11.46,114.6
2025-11-27,Phoenix,Toys,In-Store,Card Game,19,26.74,508.06
2024-10-06,Boston,Electronics,In-Store,Bluetooth Speaker,1,121.78,121.78
2025-10-20,Los Angeles,Toys,In-Store,Puzzle 500pc,7,76.74,537.18
2024-03-19,Seattle,Home & Garden,Online,Storage Bin,18,18.11,325.98
2026-08-20,Denver,Electronics,Wholesale,Wireless Earbuds,3,46.87,140.61
2026-05-29,Denver,Apparel,Online,Running Shoes,13,35.52,461.76
2024-01-28,Miami,Electronics,In-Store,USB-C Charger,11,109.02,1199.22
2026-08-26,Atlanta,Apparel,Online,Running Shoes,11,85.12,936.32
2025-03-20,Denver,Sports & Outdoors,Online,Water Bottle,1,216.72,216.72
2024-01-31,Los Angeles,Grocery,In-Store,Organic Coffee,1,16.42,16.42
2024-01-16,San Francisco,Home & Garden,In-Store,Patio Chair,10,48.42,484.2
2025-06-16,New York,Books,Online,Graphic Novel,12,12.51,150.12
2025-01-24,Boston,Books,Wholesale,Children's Picture Book,7,20.01,140.07
2025-06-26,San Francisco,Grocery,Online,Honey,5,4.35,21.75
2025-11-24,Atlanta,Electronics,Online,Smart Watch,4,278.49,1113.96
2026-07-31,Los Angeles,Grocery,Online,Dark Chocolate,16,14.93,238.88
2025-04-11,Denver,Beauty,Marketplace,Makeup Brush Set,15,7.53,112.95
2025-12-31,Houston,Home & Garden,Marketplace,LED Desk Lamp,5,109.83,549.15
2024-05-02,Denver,Home & Garden,Online,Ceramic Planter,16,56.87,909.92
2026-03-05,Boston,Books,Online,History Book,10,12.32,123.2
2024-09-29,Phoenix,Books,Online,Biography,16,15.62,249.92
2026-08-29,Phoenix,Home & Garden,Marketplace,Storage Bin,11,43.75,481.25
2024-10-22,San Francisco,Beauty,Wholesale,Facial Cleanser,18,49.04,882.72
2026-02-02,Phoenix,Electronics,In-Store,Wireless Earbuds,15,39.58,593.7
2024-12-30,Miami,Sports & Outdoors,Online,Camping Tent,18,196.3,3533.4
2026-03-17,Phoenix,Beauty,Online,Facial Cleanser,13,48.71,633.23
2024-01-12,Denver,Sports & Outdoors,In-Store,Camping Tent,3,200.78,602.34
2024-08-22,Atlanta,Grocery,In-Store,Olive Oil,13,12.59,163.67
2025-08-26,San Francisco,Books,In-Store,Sci-Fi Novel,10,23.32,233.2
2026-05-30,Phoenix,Sports & Outdoors,Online,Bike Helmet,6,170.79,1024.74
2026-06-12,Miami,Books,Wholesale,History Book,5,36.72,183.6
2025-02-08,San Francisco,Books,Marketplace,Biography,7,39.23,274.61
2024-05-28,Boston,Apparel,In-Store,Graphic Hoodie,19,28.8,547.2
2025-08-17,Denver,Home & Garden,Wholesale,Candle Set,16,37.87,605.92
2024-10-03,Atlanta,Apparel,In-Store,Ankle Socks,4,12.72,50.88
2025-07-30,Seattle,Grocery,In-Store,Sparkling Water,6,24.78,148.68
2025-05-29,Atlanta,Grocery,Online,Sparkling Water,3,10.94,32.82
2024-02-01,Chicago,Home & Garden,Online,Ceramic Planter,1,14.63,14.63
2025-05-23,Seattle,Home & Garden,Marketplace,Storage Bin,12,86.44,1037.28
2025-07-29,Chicago,Books,Online,Graphic Novel,19,39.1,742.9
2024-10-04,Chicago,Home & Garden,Online,Storage Bin,20,110.7,2214.0
2024-02-16,Miami,Home & Garden,Online,Area Rug,12,127.84,1534.08
2024-04-14,Atlanta,Grocery,Wholesale,Sparkling Water,7,22.01,154.07
2026-05-28,Austin,Sports & Outdoors,Wholesale,Resistance Bands,18,162.34,2922.12
2024-08-18,Phoenix,Books,Online,Graphic Novel,17,32.41,550.97
2025-04-19,Denver,Books,In-Store,Sci-Fi Novel,4,33.39,133.56
2025-05-15,Los Angeles,Home & Garden,Online,Cutting Board,2,97.32,194.64
2024-06-18,Miami,Beauty,Wholesale,Shampoo,3,45.73,137.19
2024-01-22,Austin,Toys,Wholesale,Play Kitchen,7,32.25,225.75
2024-03-14,Austin,Books,Online,Cookbook,8,38.84,310.72
2025-10-25,Boston,Apparel,Online,Ankle Socks,20,91.85,1837.0
2025-12-06,Miami,Grocery,Marketplace,Trail Mix,9,20.78,187.02
2026-03-15,Miami,Apparel,Marketplace,Graphic Hoodie,12,80.49,965.88
2026-07-27,Chicago,Books,In-Store,History Book,8,29.2,233.6
2024-01-14,Boston,Home & Garden,Marketplace,Cutting Board,13,153.48,1995.24
2026-09-02,Atlanta,Electronics,Online,Portable SSD,14,16.25,227.5
2024-01-07,New York,Grocery,Online,Sparkling Water,17,24.79,421.43
2026-08-28,Austin,Electronics,In-Store,Laptop Stand,18,294.82,5306.76
2024-11-09,Houston,Sports & Outdoors,Online,Fishing Rod,12,136.65,1639.8
2026-02-18,Chicago,Apparel,In-Store,Rain Jacket,10,43.2,432.0
2025-02-14,Chicago,Toys,In-Store,Remote Control Car,16,68.79,1100.64
2025-12-13,Miami,Sports & Outdoors,Online,Bike Helmet,15,97.02,1455.3
2025-05-14,Phoenix,Books,Wholesale,Sci-Fi Novel,15,36.22,543.3
2024-08-27,Boston,Toys,Marketplace,Stuffed Bear,9,62.33,560.97
2024-08-04,Houston,Books,In-Store,Cookbook,16,29.23,467.68
2026-01-14,Denver,Sports & Outdoors,Marketplace,Water Bottle,9,14.17,127.53
2026-07-17,New York,Apparel,In-Store,Rain Jacket,16,65.64,1050.24
2026-06-06,Houston,Apparel,Online,Denim Jeans,1,63.33,63.33
2026-07-20,San Francisco,Grocery,In-Store,Olive Oil,19,20.93,397.67
2025-12-02,Austin,Grocery,Online,Trail Mix,7,9.54,66.78
2025-07-14,Austin,Sports & Outdoors,In-Store,Hiking Backpack,5,53.29,266.45
2026-04-03,Phoenix,Electronics,In-Store,Bluetooth Speaker,14,38.48,538.72
2024-12-22,New York,Grocery,Wholesale,Olive Oil,10,9.52,95.2
2024-03-24,Seattle,Books,Online,Poetry Collection,10,13.05,130.5
2025-06-02,Miami,Apparel,Online,Graphic Hoodie,7,12.14,84.98
2025-05-11,Seattle,Home & Garden,In-Store,Cutting Board,2,105.27,210.54
2024-06-08,Atlanta,Books,Online,Travel Guide,4,30.49,121.96
2025-06-05,Boston,Grocery,In-Store,Green Tea,14,8.24,115.36
2024-05-31,Houston,Toys,Wholesale,Toy Drone,8,51.09,408.72
2026-01-12,Denver,Toys,Online,Action Figure,14,41.13,575.82
2024-05-19,Chicago,Books,Online,Self-Help Guide,10,32.77,327.7
2025-02-20,Houston,Home & Garden,In-Store,Cutting Board,18,170.57,3070.26
2025-05-17,Denver,Electronics,In-Store,Smartphone Case,11,98.06,1078.66
2025-03-13,Houston,Apparel,Online,Wool Sweater,12,68.68,824.16
2025-09-16,Phoenix,Apparel,In-Store,Running Shoes,11,48.18,529.98
2025-02-25,Chicago,Home & Garden,Marketplace,LED Desk Lamp,3,125.67,377.01
2025-07-10,Denver,Apparel,Online,Ankle Socks,5,46.84,234.2
2025-08-17,Boston,Electronics,Online,USB-C Charger,3,206.81,620.43
2025-11-21,Boston,Sports & Outdoors,In-Store,Hiking Backpack,9,53.62,482.58
2024-03-22,Chicago,Beauty,In-Store,Nail Polish,19,32.5,617.5
2025-02-27,Miami,Electronics,Marketplace,Wireless Mouse,2,294.92,589.84
2025-02-23,San Francisco,Sports & Outdoors,Online,Soccer Ball,8,27.52,220.16
2025-11-13,Miami,Toys,In-Store,Building Blocks,15,49.42,741.3
2025-06-13,Austin,Home & Garden,In-Store,Patio Chair,19,61.76,1173.44
2024-11-27,Los Angeles,Books,Online,Mystery Novel,1,11.11,11.11
2026-05-26,Atlanta,Home & Garden,Marketplace,Garden Hose,20,23.98,479.6
2026-04-01,Phoenix,Grocery,Marketplace,Green Tea,17,17.14,291.38
2025-08-09,New York,Beauty,Online,Makeup Brush Set,15,59.76,896.4
2026-03-06,Chicago,Toys,Online,Action Figure,6,58.4,350.4
2026-07-23,Houston,Home & Garden,Wholesale,Candle Set,14,76.97,1077.58
2026-02-09,Boston,Books,Online,Mystery Novel,9,27.55,247.95
2024-06-02,Chicago,Sports & Outdoors,Online,Soccer Ball,14,50.61,708.54
2025-01-06,Miami,Toys,Online,Puzzle 500pc,8,42.64,341.12
2025-08-05,Boston,Sports & Outdoors,In-Store,Dumbbell Set,9,185.65,1670.85
2025-01-15,Miami,Books,In-Store,Poetry Collection,13,30.93,402.09
2024-04-13,Denver,Sports & Outdoors,In-Store,Resistance Bands,15,144.37,2165.55
2025-10-03,Boston,Home & Garden,Wholesale,Storage Bin,17,17.6,299.2
2026-03-14,Seattle,Apparel,Wholesale,Wool Sweater,5,16.7,83.5
2025-12-03,Miami,Home & Garden,In-Store,LED Desk Lamp,16,39.13,626.08
2026-07-27,Chicago,Sports & Outdoors,Online,Bike Helmet,4,171.61,686.44
2025-12-04,Miami,Grocery,Online,Honey,9,11.28,101.52
2024-02-11,Miami,Apparel,Marketplace,Ankle Socks,1,74.17,74.17
2024-12-30,Houston,Electronics,Marketplace,Mechanical Keyboard,15,191.95,2879.25
2025-05-25,San Francisco,Sports & Outdoors,Online,Dumbbell Set,3,55.49,166.47
2026-07-04,Los Angeles,Apparel,Online,Graphic Hoodie,7,37.51,262.57
2026-05-07,Austin,Sports & Outdoors,Marketplace,Sleeping Bag,7,110.24,771.68
2024-01-01,Denver,Apparel,In-Store,Running Shoes,8,83.09,664.72
2024-01-03,Boston,Home & Garden,Online,Ceramic Planter,16,43.72,699.52
2026-02-18,San Francisco,Beauty,In-Store,Sunscreen SPF50,9,48.86,439.74
2025-06-27,Houston,Apparel,Marketplace,Ankle Socks,16,90.0,1440.0
2025-02-03,Miami,Grocery,Wholesale,Organic Coffee,4,11.97,47.88
2024-07-25,Phoenix,Toys,Wholesale,Building Blocks,8,55.84,446.72
2025-01-06,New York,Sports & Outdoors,In-Store,Hiking Backpack,19,23.09,438.71
2025-09-07,Miami,Grocery,Marketplace,Green Tea,16,16.32,261.12
2025-01-25,Houston,Home & Garden,In-Store,Storage Bin,1,45.81,45.81
2025-02-27,Miami,Toys,Online,Stuffed Bear,8,56.25,450.0
2026-05-14,Los Angeles,Books,Online,Self-Help Guide,1,35.52,35.52
2024-04-29,Los Angeles,Grocery,In-Store,Trail Mix,7,19.77,138.39
2024-12-05,New York,Electronics,Online,Smart Watch,1,24.55,24.55
2024-02-28,Denver,Toys,Marketplace,Card Game,12,52.07,624.84
2025-10-05,Chicago,Toys,Marketplace,Card Game,16,60.26,964.16
2024-10-26,New York,Apparel,Online,Graphic Hoodie,17,65.67,1116.39
2025-06-22,Atlanta,Apparel,Marketplace,Denim Jeans,2,58.93,117.86
2024-10-08,Austin,Beauty,In-Store,Hair Dryer,17,6.61,112.37
2024-09-30,Miami,Apparel,In-Store,Rain Jacket,20,53.7,1074.0
2026-01-04,Seattle,Books,Marketplace,Self-Help Guide,5,26.6,133.0
2026-05-28,Miami,Toys,Wholesale,Play Kitchen,7,74.37,520.59
2024-06-16,Seattle,Books,Online,Graphic Novel,8,36.75,294.0
2024-05-14,Chicago,Apparel,Online,Yoga Pants,16,80.18,1282.88
2024-02-03,Boston,Books,Marketplace,History Book,17,19.1,324.7
2026-01-17,Miami,Beauty,Online,Sunscreen SPF50,7,19.37,135.59
2024-01-26,Atlanta,Sports & Outdoors,Online,Hiking Backpack,13,104.48,1358.24
2025-04-06,Houston,Toys,Online,Action Figure,8,49.63,397.04
2024-05-23,Miami,Grocery,In-Store,Almond Butter,9,12.58,113.22
2026-06-25,Denver,Books,Online,Poetry Collection,4,11.24,44.96
2025-02-24,Atlanta,Grocery,Online,Organic Coffee,3,9.92,29.76
2026-08-15,Phoenix,Toys,In-Store,Board Game,6,61.97,371.82
2024-09-17,Phoenix,Beauty,In-Store,Facial Cleanser,20,35.44,708.8
2024-11-09,Boston,Apparel,Online,Denim Jeans,2,77.94,155.88
2025-02-26,Los Angeles,Sports & Outdoors,In-Store,Yoga Mat,11,48.7,535.7
2024-11-26,Austin,Sports & Outdoors,In-Store,Sleeping Bag,15,106.42,1596.3
2024-11-11,Miami,Books,Online,Cookbook,8,12.2,97.6
2024-09-22,New York,Apparel,In-Store,Baseball Cap,16,50.18,802.88
2025-05-07,Austin,Sports & Outdoors,Online,Hiking Backpack,17,86.97,1478.49
2026-05-30,Los Angeles,Electronics,Wholesale,Wireless Mouse,8,91.6,732.8
2025-05-31,Los Angeles,Apparel,Marketplace,Running Shoes,4,94.76,379.04
2025-03-17,Phoenix,Toys,Online,Action Figure,7,80.01,560.07
2025-11-28,Atlanta,Grocery,In-Store,Pasta,3,17.65,52.95
2024-11-01,Chicago,Electronics,In-Store,Laptop Stand,3,231.15,693.45
2024-01-23,New York,Apparel,In-Store,Cotton T-Shirt,10,82.15,821.5
2026-03-19,New York,Beauty,Marketplace,Face Mask,1,38.33,38.33
2025-01-08,Austin,Apparel,In-Store,Denim Jeans,6,71.16,426.96
2024-01-08,Miami,Sports & Outdoors,In-Store,Dumbbell Set,8,101.19,809.52
2024-10-19,Chicago,Grocery,Marketplace,Dark Chocolate,1,18.05,18.05
2024-04-17,Austin,Grocery,Online,Organic Coffee,20,2.24,44.8
2025-08-03,Seattle,Sports & Outdoors,Online,Water Bottle,14,200.36,2805.04
2025-10-31,Los Angeles,Sports & Outdoors,Online,Sleeping Bag,12,125.92,1511.04
2024-11-21,San Francisco,Apparel,In-Store,Wool Sweater,2,19.46,38.92
2026-01-31,Houston,Electronics,In-Store,Smart Watch,2,230.36,460.72
2026-06-14,Houston,Apparel,Wholesale,Cotton T-Shirt,12,43.92,527.04
2025-09-06,Miami,Books,Online,History Book,9,34.36,309.24
2026-01-07,Atlanta,Home & Garden,Online,LED Desk Lamp,5,111.03,555.15
2024-11-30,Seattle,Electronics,Online,4K Monitor,17,237.69,4040.73
2024-07-07,Los Angeles,Toys,In-Store,Action Figure,8,29.55,236.4
2026-08-07,Chicago,Electronics,In-Store,Wireless Mouse,5,18.47,92.35
2025-11-22,Houston,Home & Garden,In-Store,Candle Set,15,172.97,2594.55
2024-04-25,San Francisco,Home & Garden,Wholesale,Wall Clock,5,24.29,121.45
2025-01-14,Houston,Sports & Outdoors,Marketplace,Fishing Rod,2,48.71,97.42
2025-03-21,Chicago,Grocery,In-Store,Organic Coffee,12,23.77,285.24
2025-07-13,Seattle,Sports & Outdoors,In-Store,Bike Helmet,2,196.91,393.82
2026-02-08,Atlanta,Electronics,In-Store,4K Monitor,18,200.2,3603.6
2025-12-20,Miami,Books,Online,Biography,13,19.82,257.66
2026-07-26,San Francisco,Grocery,In-Store,Dark Chocolate,20,15.64,312.8
2024-11-08,Atlanta,Sports & Outdoors,Online,Resistance Bands,12,51.41,616.92
2024-08-21,Boston,Toys,Online,Board Game,18,85.69,1542.42
2024-11-03,Austin,Grocery,Online,Pasta,2,2.65,5.3
2024-01-05,New York,Home & Garden,Online,Storage Bin,17,112.37,1910.29
